rank,employee_id,pay_period_index,final_anomaly_score,risk_category,primary_reason,secondary_reason,gross_pay,expected_gross_pay,difference_from_expected,peer_context,rule_reason_codes,dollars_at_risk,anomaly_category,explanation,rule_pay_after_termination,rule_duplicate_signature,rule_nonpositive_active_pay,rule_negative_net_pay,rule_net_exceeds_gross,rule_extreme_overtime,rule_large_manual_adjustment,rule_pay_rate_change
29,SYN-E00341,22,0.1568119962776664,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7388.13,7328.8150000000005,59.3149999999996,5236.31,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
30,SYN-E00574,22,0.15622772035338936,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,4946.16,5376.26,-430.10000000000036,4946.16,pay_after_termination,0.0,normal,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
31,SYN-E00240,22,0.15307845038304224,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,5969.14,5761.42,207.72000000000025,3008.39,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
32,SYN-E00401,22,0.1523125414018936,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,5717.73,3596.085,2121.6449999999995,6065.4,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
33,SYN-E00402,22,0.15169842528193597,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5744.27,5168.950000000001,575.3199999999997,4194.39,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
34,SYN-E00081,22,0.1494927825734216,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1794.43,1651.31,143.12000000000012,3693.78,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
35,SYN-E00556,22,0.14750083415932996,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4760.3,3942.4449999999997,817.8550000000005,4277.615,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
36,SYN-E00389,22,0.14483881822563838,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6227.03,5416.014999999999,811.0150000000003,3751.9,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
37,SYN-E00114,22,0.1446007835439362,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2043.75,2418.39,-374.6399999999999,4030.46,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
38,SYN-E00584,22,0.14435126271963106,low,Rule flag: negative_net_pay,Review recommended before treating the record as an approved exception,3819.73,3817.085,2.644999999999982,3819.73,negative_net_pay,0.0,negative_net_pay,"Synthetic payroll record requires review: Rule flag: negative_net_pay. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,1,0,0,0,0
39,SYN-E00445,22,0.1443507955058833,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6444.8,6364.4,80.40000000000055,4300.665,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
40,SYN-E00325,22,0.14410941854700685,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6044.46,6511.65,-467.1899999999996,3663.27,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
41,SYN-E00494,22,0.142630895037838,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4754.48,5677.945,-923.4650000000001,4754.48,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
42,SYN-E00553,22,0.14214968910211132,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7287.55,7325.495,-37.94499999999971,6088.33,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
43,SYN-E00594,22,0.14043537927007888,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2405.47,2531.605,-126.13500000000022,3681.415,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
44,SYN-E00604,22,0.13891747734208826,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7172.86,7216.285,-43.42500000000018,5419.21,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
45,SYN-E00134,22,0.13860224305122507,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4164.26,2812.62,1351.6400000000003,5852.47,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
46,SYN-E00224,22,0.13837155845182475,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4093.89,3602.55,491.3399999999997,3724.0150000000003,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
47,SYN-E00597,22,0.13826041197580172,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6473.52,6483.93,-10.409999999999854,5355.530000000001,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
48,SYN-E00379,22,0.13799596766376782,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6926.52,5581.9400000000005,1344.58,5852.47,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
49,SYN-E00241,22,0.13711088524843648,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2291.18,2494.965,-203.7850000000003,4255.53,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
50,SYN-E00184,22,0.1355612832574477,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7309.89,6691.264999999999,618.6250000000009,6775.245000000001,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
1,SYN-E00315,23,0.7400183964499631,high,Rule flag: extreme_overtime,Elevated overtime hours contribute to payroll risk,227305.25,4133.82,223171.43,6234.87,extreme_overtime,223329.23,overtime_spike,"Synthetic payroll record requires review: Rule flag: extreme_overtime. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,1,0,0
2,SYN-E00302,23,0.4453309047207074,medium,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,8669.69,3960.61,4709.08,3951.83,none,4728.92,retro_pay_outlier,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
3,SYN-E00070,23,0.36264602664639267,medium,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,11682.19,4426.3150000000005,7255.875,11682.19,none,6814.61,new_employee_large_payment,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
4,SYN-E00439,23,0.29656016240764116,low,Rule flag: extreme_overtime,Elevated overtime hours contribute to payroll risk,7514.24,4353.57,3160.67,6414.615,extreme_overtime,2854.42,overtime_spike,"Synthetic payroll record requires review: Rule flag: extreme_overtime. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,1,0,0
5,SYN-E00443,23,0.29248931992092997,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,8872.34,3972.69,4899.65,8872.34,none,5175.53,new_employee_large_payment,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
6,SYN-E00259,23,0.2708388738756562,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,6827.62,3104.995,3722.625,6827.62,none,3982.78,new_employee_large_payment,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
7,SYN-E00252,23,0.2694833335471421,low,Rule flag: negative_net_pay;pay_rate_change,Review recommended before treating the record as an approved exception,5823.47,4871.875,951.5950000000003,4270.43,negative_net_pay;pay_rate_change,0.0,negative_net_pay,"Synthetic payroll record requires review: Rule flag: negative_net_pay;pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,1,0,0,0,1
8,SYN-E00486,23,0.2670117317710948,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7735.84,6957.754999999999,778.085000000001,3541.7749999999996,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
9,SYN-E00191,23,0.2651591333409306,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,7353.09,5289.52,2063.5699999999997,5003.215,pay_rate_change,2890.22,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
10,SYN-E00077,23,0.2574199783681632,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,8079.99,5811.775,2268.215,4571.105,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
11,SYN-E00001,23,0.2533174944555766,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7492.71,6776.65,716.0600000000004,3734.52,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
12,SYN-E00117,23,0.24503622686729268,low,High combined anomaly score,Elevated overtime hours contribute to payroll risk,4465.4,3387.815,1077.5849999999996,4270.43,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
13,SYN-E00127,23,0.24079863196490733,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7966.97,7268.21,698.7600000000002,4718.58,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
14,SYN-E00131,23,0.2230349036716521,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,5473.73,3648.975,1824.7549999999997,4603.88,pay_rate_change,2508.85,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
15,SYN-E00017,23,0.21358120782547857,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,7877.77,4773.455,3104.3150000000005,6088.385,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
16,SYN-E00374,23,0.20876872560445747,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,4971.53,3314.87,1656.6599999999999,4543.12,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
17,SYN-E00305,23,0.20008793061364774,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8041.97,7982.195,59.775000000000546,5361.924999999999,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
18,SYN-E00158,23,0.19639505887889797,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5676.26,4989.615,686.6450000000004,3906.85,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
19,SYN-E00324,23,0.18850569994069669,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6289.97,6222.77,67.19999999999982,3092.49,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
20,SYN-E00135,23,0.18768419493343855,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7009.8,6533.0599999999995,476.7400000000007,4358.01,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
21,SYN-E00063,23,0.18533995876700116,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,3812.95,1960.4699999999998,1852.48,5428.34,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
22,SYN-E00301,23,0.18152594740118252,low,High combined anomaly score,Review recommended before treating the record as an approved exception,3776.15,2895.0550000000003,881.0949999999998,3510.0950000000003,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
23,SYN-E00376,23,0.17868123814221637,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6680.24,5525.645,1154.5949999999993,5272.035,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
24,SYN-E00482,23,0.1744888795010965,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5322.73,4340.995,981.7349999999997,4603.88,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
25,SYN-E00602,23,0.17325253161715554,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5437.23,4395.225,1042.0049999999992,4580.81,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
26,SYN-E00395,23,0.17199969120672343,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,4275.23,4803.225,-527.9950000000008,4603.88,pay_after_termination,0.0,normal,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
27,SYN-E00039,23,0.16961515087152942,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7662.16,7428.865,233.29500000000007,5297.09,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
28,SYN-E00507,23,0.16957796960160745,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,4938.1,3762.23,1175.8700000000003,4753.59,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
29,SYN-E00261,23,0.1679426488252021,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6968.12,6809.135,158.98499999999967,4162.295,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
30,SYN-E00184,23,0.1633609936367867,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7640.55,6787.055,853.4949999999999,7434.965,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
31,SYN-E00480,23,0.16307939747137543,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6650.8,4915.52,1735.2799999999997,5738.709999999999,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
32,SYN-E00087,23,0.16301769930437213,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5733.23,4993.9,739.3299999999999,3986.9500000000003,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
33,SYN-E00341,23,0.15969404215228972,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7431.64,7369.045,62.595000000000255,5173.785,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
34,SYN-E00240,23,0.15917130451818542,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,5922.47,5761.42,161.05000000000018,3068.365,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
35,SYN-E00232,23,0.15449250401023704,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7933.73,8211.994999999999,-278.2649999999994,7434.965,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
36,SYN-E00268,23,0.15235295655843029,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6164.45,4661.78,1502.67,3820.335,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
37,SYN-E00059,23,0.1514769530952436,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1996.97,1940.03,56.940000000000055,4317.22,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
38,SYN-E00604,23,0.15116412433820883,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7303.63,7193.92,109.71000000000004,5292.34,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
39,SYN-E00157,23,0.14502694694952367,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7229.38,6073.755,1155.625,7434.965,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
40,SYN-E00081,23,0.1447520321920106,low,High combined anomaly score,Review recommended before treating the record as an approved exception,1891.39,1767.3400000000001,124.04999999999995,3707.03,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
41,SYN-E00597,23,0.144620158016549,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6840.85,6474.5,366.35000000000036,5601.985000000001,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
42,SYN-E00198,23,0.14192323512634544,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7108.71,7010.4,98.3100000000004,5361.924999999999,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
43,SYN-E00018,23,0.1417471771891627,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6971.65,6585.8,385.84999999999945,5246.28,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
44,SYN-E00236,23,0.1412112953386478,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1948.24,1814.47,133.76999999999998,4112.96,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
45,SYN-E00033,23,0.14041280044494073,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6337.17,5492.425,844.7449999999999,4547.51,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
46,SYN-E00114,23,0.13690886515320827,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2024.81,2119.52,-94.71000000000004,3734.97,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
47,SYN-E00332,23,0.135388627529226,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2129.98,2151.09,-21.110000000000127,3068.365,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
48,SYN-E00553,23,0.13532756430596057,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7471.88,7299.655000000001,172.22499999999945,6154.48,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
49,SYN-E00577,23,0.1320599489797606,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6704.8,5597.325,1107.4750000000004,5113.54,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
50,SYN-E00107,23,0.13108577109667852,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6640.15,5990.455,649.6949999999997,4877.014999999999,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
1,SYN-E00501,24,0.3680754180560425,medium,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,10187.47,4028.1850000000004,6159.284999999999,10187.47,none,5556.8,retro_pay_outlier,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
2,SYN-E00232,24,0.27573448112692567,low,High combined anomaly score,Review recommended before treating the record as an approved exception,9500.14,7881.15,1618.9899999999998,6394.61,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
3,SYN-E00486,24,0.26487142689943133,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7583.23,6957.754999999999,625.4750000000004,3598.3199999999997,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
4,SYN-E00089,24,0.23592211859353535,low,Gross pay materially differs from similar peer group,Elevated overtime hours contribute to payroll risk,5640.68,3883.145,1757.5350000000003,3245.73,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
5,SYN-E00124,24,0.2284107909890461,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,8055.18,7082.755,972.4250000000002,5297.47,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
6,SYN-E00413,24,0.22814420762019577,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4576.9,4368.43,208.46999999999935,4154.495,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
7,SYN-E00133,24,0.22118047501291307,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4491.52,3889.6099999999997,601.9100000000008,4279.81,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
8,SYN-E00583,24,0.21914063091150393,low,Gross pay materially differs from similar peer group,Elevated overtime hours contribute to payroll risk,6517.35,5109.805,1407.545,4105.89,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
9,SYN-E00407,24,0.21877670520508266,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4659.94,4630.875,29.0649999999996,5297.47,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
